Gene stable ID,Gene stable ID version,Gene description,Gene name
ENSMUSG00000099642,ENSMUSG00000099642.1,predicted gene 28348 [Source:MGI Symbol;Acc:MGI:5579054],Gm28348
ENSMUSG00000101354,ENSMUSG00000101354.1,predicted gene 28973 [Source:MGI Symbol;Acc:MGI:5579679],Gm28973
ENSMUSG00000101835,ENSMUSG00000101835.1,"predicted gene, 21734 [Source:MGI Symbol;Acc:MGI:5433898]",Gm21734
ENSMUSG00000102127,ENSMUSG00000102127.1,predicted gene 28972 [Source:MGI Symbol;Acc:MGI:5579678],Gm28972
ENSMUSG00000099362,ENSMUSG00000099362.1,predicted gene 28970 [Source:MGI Symbol;Acc:MGI:5579676],Gm28970
ENSMUSG00000099921,ENSMUSG00000099921.1,predicted gene 28971 [Source:MGI Symbol;Acc:MGI:5579677],Gm28971
ENSMUSG00000095705,ENSMUSG00000095705.1,"predicted gene, 24828 [Source:MGI Symbol;Acc:MGI:5454605]",Gm24828
ENSMUSG00000100581,ENSMUSG00000100581.1,"predicted gene, 21785 [Source:MGI Symbol;Acc:MGI:5433949]",Gm21785
ENSMUSG00000095650,ENSMUSG00000095650.2,"predicted gene, 20854 [Source:MGI Symbol;Acc:MGI:5434210]",Gm20854
ENSMUSG00000099477,ENSMUSG00000099477.1,predicted gene 28349 [Source:MGI Symbol;Acc:MGI:5579055],Gm28349
ENSMUSG00000102092,ENSMUSG00000102092.1,"predicted gene, 21892 [Source:MGI Symbol;Acc:MGI:5434056]",Gm21892
ENSMUSG00000101989,ENSMUSG00000101989.1,predicted gene 28346 [Source:MGI Symbol;Acc:MGI:5579052],Gm28346
ENSMUSG00000100288,ENSMUSG00000100288.1,predicted gene 28345 [Source:MGI Symbol;Acc:MGI:5579051],Gm28345
ENSMUSG00000099341,ENSMUSG00000099341.1,predicted gene 29090 [Source:MGI Symbol;Acc:MGI:5579796],Gm29090
ENSMUSG00000101282,ENSMUSG00000101282.1,predicted gene 28152 [Source:MGI Symbol;Acc:MGI:5578858],Gm28152
ENSMUSG00000094937,ENSMUSG00000094937.1,"predicted gene, 23770 [Source:MGI Symbol;Acc:MGI:5453547]",Gm23770
ENSMUSG00000101221,ENSMUSG00000101221.1,"predicted gene, 21881 [Source:MGI Symbol;Acc:MGI:5434045]",Gm21881
ENSMUSG00000099992,ENSMUSG00000099992.1,"predicted gene, 21435 [Source:MGI Symbol;Acc:MGI:5434790]",Gm21435
ENSMUSG00000101346,ENSMUSG00000101346.1,predicted gene 29505 [Source:MGI Symbol;Acc:MGI:5580211],Gm29505
ENSMUSG00000101230,ENSMUSG00000101230.1,"predicted gene, 21862 [Source:MGI Symbol;Acc:MGI:5434026]",Gm21862
ENSMUSG00000102061,ENSMUSG00000102061.1,predicted gene 28823 [Source:MGI Symbol;Acc:MGI:5579529],Gm28823
ENSMUSG00000101961,ENSMUSG00000101961.1,predicted gene 28220 [Source:MGI Symbol;Acc:MGI:5578926],Gm28220
ENSMUSG00000100240,ENSMUSG00000100240.1,"predicted gene, 20820 [Source:MGI Symbol;Acc:MGI:5434176]",Gm20820
ENSMUSG00000101347,ENSMUSG00000101347.1,predicted gene 28219 [Source:MGI Symbol;Acc:MGI:5578925],Gm28219
ENSMUSG00000099824,ENSMUSG00000099824.1,predicted gene 28218 [Source:MGI Symbol;Acc:MGI:5578924],Gm28218
ENSMUSG00000093928,ENSMUSG00000093928.1,"predicted gene, 23863 [Source:MGI Symbol;Acc:MGI:5453640]",Gm23863
ENSMUSG00000100116,ENSMUSG00000100116.1,"predicted gene, 20861 [Source:MGI Symbol;Acc:MGI:5434217]",Gm20861
ENSMUSG00000099524,ENSMUSG00000099524.1,"predicted gene, 20860 [Source:MGI Symbol;Acc:MGI:5434216]",Gm20860
ENSMUSG00000100854,ENSMUSG00000100854.1,predicted gene 28057 [Source:MGI Symbol;Acc:MGI:5578763],Gm28057
ENSMUSG00000101092,ENSMUSG00000101092.1,"predicted gene, 21796 [Source:MGI Symbol;Acc:MGI:5433960]",Gm21796
ENSMUSG00000100817,ENSMUSG00000100817.1,predicted gene 29302 [Source:MGI Symbol;Acc:MGI:5580008],Gm29302
ENSMUSG00000102110,ENSMUSG00000102110.1,predicted gene 28440 [Source:MGI Symbol;Acc:MGI:5579146],Gm28440
ENSMUSG00000100973,ENSMUSG00000100973.1,predicted gene 29299 [Source:MGI Symbol;Acc:MGI:5580005],Gm29299
ENSMUSG00000099588,ENSMUSG00000099588.1,predicted gene 29298 [Source:MGI Symbol;Acc:MGI:5580004],Gm29298
ENSMUSG00000100028,ENSMUSG00000100028.1,predicted gene 29092 [Source:MGI Symbol;Acc:MGI:5579798],Gm29092
ENSMUSG00000100350,ENSMUSG00000100350.1,predicted gene 29091 [Source:MGI Symbol;Acc:MGI:5579797],Gm29091
ENSMUSG00000100887,ENSMUSG00000100887.1,predicted gene 29297 [Source:MGI Symbol;Acc:MGI:5580003],Gm29297
ENSMUSG00000100655,ENSMUSG00000100655.1,"predicted gene, 21462 [Source:MGI Symbol;Acc:MGI:5434817]",Gm21462
ENSMUSG00000101670,ENSMUSG00000101670.1,"predicted gene, 21470 [Source:MGI Symbol;Acc:MGI:5434825]",Gm21470
ENSMUSG00000100773,ENSMUSG00000100773.1,predicted gene 28366 [Source:MGI Symbol;Acc:MGI:5579072],Gm28366
ENSMUSG00000101829,ENSMUSG00000101829.1,"predicted gene, 21752 [Source:MGI Symbol;Acc:MGI:5433916]",Gm21752
ENSMUSG00000099496,ENSMUSG00000099496.1,predicted gene 28365 [Source:MGI Symbol;Acc:MGI:5579071],Gm28365
ENSMUSG00000094399,ENSMUSG00000094399.7,"predicted gene, 21477 [Source:MGI Symbol;Acc:MGI:5434832]",Gm21477
ENSMUSG00000099912,ENSMUSG00000099912.1,predicted gene 28368 [Source:MGI Symbol;Acc:MGI:5579074],Gm28368
ENSMUSG00000100377,ENSMUSG00000100377.1,predicted gene 28369 [Source:MGI Symbol;Acc:MGI:5579075],Gm28369
ENSMUSG00000100243,ENSMUSG00000100243.1,predicted gene 28367 [Source:MGI Symbol;Acc:MGI:5579073],Gm28367
ENSMUSG00000101902,ENSMUSG00000101902.1,predicted gene 29115 [Source:MGI Symbol;Acc:MGI:5579821],Gm29115
ENSMUSG00000102132,ENSMUSG00000102132.1,"predicted gene, 21813 [Source:MGI Symbol;Acc:MGI:5433977]",Gm21813
ENSMUSG00000099856,ENSMUSG00000099856.1,"predicted gene, 20906 [Source:MGI Symbol;Acc:MGI:5434262]",Gm20906
ENSMUSG00000101241,ENSMUSG00000101241.1,predicted gene 29111 [Source:MGI Symbol;Acc:MGI:5579817],Gm29111
ENSMUSG00000100695,ENSMUSG00000100695.1,predicted gene 28110 [Source:MGI Symbol;Acc:MGI:5578816],Gm28110
ENSMUSG00000101866,ENSMUSG00000101866.1,predicted gene 28109 [Source:MGI Symbol;Acc:MGI:5578815],Gm28109
ENSMUSG00000101931,ENSMUSG00000101931.1,predicted gene 28108 [Source:MGI Symbol;Acc:MGI:5578814],Gm28108
ENSMUSG00000100355,ENSMUSG00000100355.1,predicted gene 28107 [Source:MGI Symbol;Acc:MGI:5578813],Gm28107
ENSMUSG00000101646,ENSMUSG00000101646.1,predicted gene 28106 [Source:MGI Symbol;Acc:MGI:5578812],Gm28106
ENSMUSG00000101250,ENSMUSG00000101250.1,predicted gene 28105 [Source:MGI Symbol;Acc:MGI:5578811],Gm28105
ENSMUSG00000100352,ENSMUSG00000100352.1,predicted gene 28104 [Source:MGI Symbol;Acc:MGI:5578810],Gm28104
ENSMUSG00000100682,ENSMUSG00000100682.1,predicted gene 28103 [Source:MGI Symbol;Acc:MGI:5578809],Gm28103
ENSMUSG00000101915,ENSMUSG00000101915.1,predicted gene 28102 [Source:MGI Symbol;Acc:MGI:5578808],Gm28102
ENSMUSG00000100746,ENSMUSG00000100746.1,predicted gene 28716 [Source:MGI Symbol;Acc:MGI:5579422],Gm28716
ENSMUSG00000099675,ENSMUSG00000099675.1,predicted gene 28717 [Source:MGI Symbol;Acc:MGI:5579423],Gm28717
ENSMUSG00000101770,ENSMUSG00000101770.1,predicted gene 28718 [Source:MGI Symbol;Acc:MGI:5579424],Gm28718
ENSMUSG00000099643,ENSMUSG00000099643.1,predicted gene 29162 [Source:MGI Symbol;Acc:MGI:5579868],Gm29162
ENSMUSG00000099777,ENSMUSG00000099777.1,"predicted gene, 21777 [Source:MGI Symbol;Acc:MGI:5433941]",Gm21777
ENSMUSG00000100930,ENSMUSG00000100930.1,predicted gene 28866 [Source:MGI Symbol;Acc:MGI:5579572],Gm28866
ENSMUSG00000100440,ENSMUSG00000100440.1,predicted gene 28405 [Source:MGI Symbol;Acc:MGI:5579111],Gm28405
ENSMUSG00000101494,ENSMUSG00000101494.1,"predicted gene, 21792 [Source:MGI Symbol;Acc:MGI:5433956]",Gm21792
ENSMUSG00000099649,ENSMUSG00000099649.1,predicted gene 28406 [Source:MGI Symbol;Acc:MGI:5579112],Gm28406
ENSMUSG00000100391,ENSMUSG00000100391.1,predicted gene 28978 [Source:MGI Symbol;Acc:MGI:5579684],Gm28978
ENSMUSG00000101984,ENSMUSG00000101984.1,predicted gene 29436 [Source:MGI Symbol;Acc:MGI:5580142],Gm29436
ENSMUSG00000100637,ENSMUSG00000100637.1,"predicted gene, 20819 [Source:MGI Symbol;Acc:MGI:5434175]",Gm20819
ENSMUSG00000101850,ENSMUSG00000101850.1,predicted gene 29437 [Source:MGI Symbol;Acc:MGI:5580143],Gm29437
ENSMUSG00000099436,ENSMUSG00000099436.1,predicted gene 28977 [Source:MGI Symbol;Acc:MGI:5579683],Gm28977
ENSMUSG00000100067,ENSMUSG00000100067.1,predicted gene 28407 [Source:MGI Symbol;Acc:MGI:5579113],Gm28407
ENSMUSG00000100818,ENSMUSG00000100818.1,"predicted gene, 21287 [Source:MGI Symbol;Acc:MGI:5434642]",Gm21287
ENSMUSG00000099529,ENSMUSG00000099529.1,predicted gene 29390 [Source:MGI Symbol;Acc:MGI:5580096],Gm29390
ENSMUSG00000101497,ENSMUSG00000101497.1,predicted gene 29391 [Source:MGI Symbol;Acc:MGI:5580097],Gm29391
ENSMUSG00000100870,ENSMUSG00000100870.1,"predicted gene, 21720 [Source:MGI Symbol;Acc:MGI:5433884]",Gm21720
ENSMUSG00000101694,ENSMUSG00000101694.1,predicted gene 29392 [Source:MGI Symbol;Acc:MGI:5580098],Gm29392
ENSMUSG00000101533,ENSMUSG00000101533.1,predicted gene 29393 [Source:MGI Symbol;Acc:MGI:5580099],Gm29393
ENSMUSG00000102045,ENSMUSG00000102045.1,"predicted gene, 21294 [Source:MGI Symbol;Acc:MGI:5434649]",Gm21294
ENSMUSG00000100492,ENSMUSG00000100492.1,predicted gene 28672 [Source:MGI Symbol;Acc:MGI:5579378],Gm28672
ENSMUSG00000100403,ENSMUSG00000100403.1,"predicted gene, 21838 [Source:MGI Symbol;Acc:MGI:5434002]",Gm21838
ENSMUSG00000099982,ENSMUSG00000099982.1,predicted gene 28670 [Source:MGI Symbol;Acc:MGI:5579376],Gm28670
ENSMUSG00000100036,ENSMUSG00000100036.1,predicted gene 28671 [Source:MGI Symbol;Acc:MGI:5579377],Gm28671
ENSMUSG00000101402,ENSMUSG00000101402.1,predicted gene 28673 [Source:MGI Symbol;Acc:MGI:5579379],Gm28673
ENSMUSG00000100574,ENSMUSG00000100574.1,predicted gene 28674 [Source:MGI Symbol;Acc:MGI:5579380],Gm28674
ENSMUSG00000100330,ENSMUSG00000100330.1,predicted gene 28531 [Source:MGI Symbol;Acc:MGI:5579237],Gm28531
ENSMUSG00000100608,ENSMUSG00000100608.1,predicted gene 21996 [Source:MGI Symbol;Acc:MGI:5440224],Gm21996
ENSMUSG00000100270,ENSMUSG00000100270.1,"predicted gene, 21803 [Source:MGI Symbol;Acc:MGI:5433967]",Gm21803
ENSMUSG00000102011,ENSMUSG00000102011.1,predicted gene 28930 [Source:MGI Symbol;Acc:MGI:5579636],Gm28930
ENSMUSG00000100246,ENSMUSG00000100246.1,"predicted gene, 20879 [Source:MGI Symbol;Acc:MGI:5434235]",Gm20879
ENSMUSG00000100533,ENSMUSG00000100533.6,predicted gene 29504 [Source:MGI Symbol;Acc:MGI:5580210],Gm29504
ENSMUSG00000096178,ENSMUSG00000096178.7,"predicted gene, 20837 [Source:MGI Symbol;Acc:MGI:5434193]",Gm20837
ENSMUSG00000100964,ENSMUSG00000100964.1,predicted gene 29503 [Source:MGI Symbol;Acc:MGI:5580209],Gm29503
ENSMUSG00000099619,ENSMUSG00000099619.6,predicted gene 28300 [Source:MGI Symbol;Acc:MGI:5579006],Gm28300
ENSMUSG00000099399,ENSMUSG00000099399.6,predicted gene 28301 [Source:MGI Symbol;Acc:MGI:5579007],Gm28301
ENSMUSG00000095366,ENSMUSG00000095366.2,"predicted gene, 21860 [Source:MGI Symbol;Acc:MGI:5434024]",Gm21860
ENSMUSG00000095134,ENSMUSG00000095134.2,"midline 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:5780070]",Mid1-ps1
ENSMUSG00000096768,ENSMUSG00000096768.8,"predicted gene, 47283 [Source:MGI Symbol;Acc:MGI:6096131]",Gm47283
ENSMUSG00000099871,ENSMUSG00000099871.1,"predicted gene, 21742 [Source:MGI Symbol;Acc:MGI:5433906]",Gm21742
ENSMUSG00000096850,ENSMUSG00000096850.1,"predicted gene, 21748 [Source:MGI Symbol;Acc:MGI:5433912]",Gm21748
